timestamp,status,confidence,bbox_x,bbox_y,bbox_w,bbox_h,ejected,track_id,frame_idx,prev_hash,row_hash
2026-05-20T14:13:19.813,INTAKT,0.8700,870,390,160,80,0,50,30,0820f11ca7cc0f090ddabf45bcba060e8edb59d1f3b3eda7ac036973c6b9b4e6,40e868c81cf8110b53a4f16443bc9c41571f7476b5f4eab7de96b3c556674d7b
2026-05-20T14:13:19.878,INTAKT,0.8700,18,390,160,80,0,51,32,40e868c81cf8110b53a4f16443bc9c41571f7476b5f4eab7de96b3c556674d7b,bfab84104cd593adb48aadf17e16582873a3c353ae853b938c3b324374225df1
2026-05-20T14:13:19.878,BESCHÄDIGT,0.9100,448,390,160,80,0,52,32,bfab84104cd593adb48aadf17e16582873a3c353ae853b938c3b324374225df1,c2553ab0c25a5c26b116548869792e4a609de1af6398e528fb651940ca8b37b0
2026-05-20T14:13:19.878,INTAKT,0.8700,878,390,160,80,0,53,32,c2553ab0c25a5c26b116548869792e4a609de1af6398e528fb651940ca8b37b0,b6b48baa8a2479d1108c99ac17aa92440ee157a6ff7be8df35269b3b428407fe
2026-05-20T14:13:19.930,INTAKT,0.8700,26,390,160,80,0,54,34,b6b48baa8a2479d1108c99ac17aa92440ee157a6ff7be8df35269b3b428407fe,44401dfb5dd0a1f3931b4a703c95606ff559754118dbb1fffa589547e0f6e1e3
2026-05-20T14:13:19.930,BESCHÄDIGT,0.9100,456,390,160,80,0,55,34,44401dfb5dd0a1f3931b4a703c95606ff559754118dbb1fffa589547e0f6e1e3,4a9eadfb03a4fc0252cc754b931a50e6e0f8b0aa38947a2c11647100b076ae3e
2026-05-20T14:13:19.931,INTAKT,0.8700,886,390,160,80,0,56,34,4a9eadfb03a4fc0252cc754b931a50e6e0f8b0aa38947a2c11647100b076ae3e,6022835290d558a549e0e1dc3903c3f493e477293ca3eb887efe07ae7537b856
2026-05-20T14:13:19.991,INTAKT,0.8700,30,390,160,80,0,57,35,6022835290d558a549e0e1dc3903c3f493e477293ca3eb887efe07ae7537b856,045acadc8ea7e526d3eda57bb9cf93d77ea1d3be4c1c0485f5040db9c0ba3171
2026-05-20T14:13:19.991,BESCHÄDIGT,0.9100,460,390,160,80,0,58,35,045acadc8ea7e526d3eda57bb9cf93d77ea1d3be4c1c0485f5040db9c0ba3171,80f8093bdb3bca2020aaa87f18383fcd8a8643e64144d159ce76476c4e5bc23e
2026-05-20T14:13:19.992,INTAKT,0.8700,890,390,160,80,0,59,35,80f8093bdb3bca2020aaa87f18383fcd8a8643e64144d159ce76476c4e5bc23e,195bfabe9e298b0c285ab6424fdd65f68b2eede48f1d6022724e90555ffe88a0
2026-05-20T14:13:20.047,INTAKT,0.8700,38,390,160,80,0,60,37,195bfabe9e298b0c285ab6424fdd65f68b2eede48f1d6022724e90555ffe88a0,c2ffc98a4c72feb1665f8ad58bb09127b7604ae619357407775151554d43787a
2026-05-20T14:13:20.048,BESCHÄDIGT,0.9100,468,390,160,80,0,61,37,c2ffc98a4c72feb1665f8ad58bb09127b7604ae619357407775151554d43787a,289685916d08cd82416aaa2f9a78b41c8ccad110904efe131eaa01dd608902da
2026-05-20T14:13:20.049,INTAKT,0.8700,898,390,160,80,0,62,37,289685916d08cd82416aaa2f9a78b41c8ccad110904efe131eaa01dd608902da,aedbe03b52d2bc1f7a86137263811ab4bc615b21f6ef2be4c39b531d9aa02eee
2026-05-20T14:13:20.112,INTAKT,0.8700,46,390,160,80,0,63,39,aedbe03b52d2bc1f7a86137263811ab4bc615b21f6ef2be4c39b531d9aa02eee,da2970e7fc54f677b720e9ca5e0a6a40a295a6869fe54533a9af95be2e80e40f
2026-05-20T14:13:20.113,BESCHÄDIGT,0.9100,476,390,160,80,0,64,39,da2970e7fc54f677b720e9ca5e0a6a40a295a6869fe54533a9af95be2e80e40f,c5546389964ccf6bd4fd243d202e04faca3e6bdb7c663c2ff81dba0dcc183d10
2026-05-20T14:13:20.113,INTAKT,0.8700,906,390,160,80,0,65,39,c5546389964ccf6bd4fd243d202e04faca3e6bdb7c663c2ff81dba0dcc183d10,b205f2a01b277a9a84ded08863c6c43c2b0d379301cdb86da9c1a53546ba7e08
2026-05-20T14:13:20.169,INTAKT,0.8700,54,390,160,80,0,66,41,b205f2a01b277a9a84ded08863c6c43c2b0d379301cdb86da9c1a53546ba7e08,cf950e54ea2e22692230afbdd675a77a0890f68b88b43fc2c30420f6fc5bcbd7
2026-05-20T14:13:20.170,BESCHÄDIGT,0.9100,484,390,160,80,0,67,41,cf950e54ea2e22692230afbdd675a77a0890f68b88b43fc2c30420f6fc5bcbd7,527e2e2347067114f6e657fab164a338536f400e1c4928d6b689702e07833509
2026-05-20T14:13:20.171,INTAKT,0.8700,914,390,160,80,0,68,41,527e2e2347067114f6e657fab164a338536f400e1c4928d6b689702e07833509,5928c1e2b36b8d2c8c88f5a05b6eaae927f783d6d1c54736fc6a3272161c975f
2026-05-20T14:13:20.232,INTAKT,0.8700,62,390,160,80,0,69,43,5928c1e2b36b8d2c8c88f5a05b6eaae927f783d6d1c54736fc6a3272161c975f,80ae7c44f10e31d58f8280f12cf504363190993538b123ff91845da7efc099a4
2026-05-20T14:13:20.233,BESCHÄDIGT,0.9100,492,390,160,80,0,70,43,80ae7c44f10e31d58f8280f12cf504363190993538b123ff91845da7efc099a4,92d368ff4f1ecc4c0ba6145b6b7137182826f9680410cfea27cafa1da6ff7aff
2026-05-20T14:13:20.233,INTAKT,0.8700,922,390,160,80,0,71,43,92d368ff4f1ecc4c0ba6145b6b7137182826f9680410cfea27cafa1da6ff7aff,cdf32cdb2423e9faf1d835af626f45a874e064ba6945d55604070075179689a0
2026-05-20T14:13:20.297,INTAKT,0.8700,70,390,160,80,0,72,45,cdf32cdb2423e9faf1d835af626f45a874e064ba6945d55604070075179689a0,fb4ea7b750590d81e1e7c5d4bd635ac7e1741fd850df8a82fec75272a2290ee0
2026-05-20T14:13:20.298,BESCHÄDIGT,0.9100,500,390,160,80,0,73,45,fb4ea7b750590d81e1e7c5d4bd635ac7e1741fd850df8a82fec75272a2290ee0,1f569294cd675fd62aa0e519b7c83e2efc3314b3c54983919bdd33469412ceab
2026-05-20T14:13:20.298,INTAKT,0.8700,930,390,160,80,0,74,45,1f569294cd675fd62aa0e519b7c83e2efc3314b3c54983919bdd33469412ceab,46aad335a60f039a84f8dd600e72f0a970bb021805cd7ed33beb02e8e749bb35
2026-05-20T14:13:20.368,INTAKT,0.8700,78,390,160,80,0,75,47,46aad335a60f039a84f8dd600e72f0a970bb021805cd7ed33beb02e8e749bb35,c80d8c9cb862ccc128dbd526660070f6cf6926753f0500d3a816e0e357b15adc
2026-05-20T14:13:20.368,BESCHÄDIGT,0.9100,508,390,160,80,0,76,47,c80d8c9cb862ccc128dbd526660070f6cf6926753f0500d3a816e0e357b15adc,d19a63610011f8e1eb1d7d5ea4d2da5b0428a8ce2aea14135d7924835581f756
2026-05-20T14:13:20.369,INTAKT,0.8700,938,390,160,80,0,77,47,d19a63610011f8e1eb1d7d5ea4d2da5b0428a8ce2aea14135d7924835581f756,69c96cd42c61c5584ff135341452ed37ef51519a929375fa806547e48644e62e
2026-05-20T14:13:20.423,INTAKT,0.8700,86,390,160,80,0,78,49,69c96cd42c61c5584ff135341452ed37ef51519a929375fa806547e48644e62e,fe8e0371d43558f37e4ab857094a983ff81913b1139ef95ce19e0ddc8dc69983
2026-05-20T14:13:20.424,BESCHÄDIGT,0.9100,516,390,160,80,0,79,49,fe8e0371d43558f37e4ab857094a983ff81913b1139ef95ce19e0ddc8dc69983,4c9cc74e9261f9fdd0aacb502a4e7d7f1e3fc450b66195966c589cea362ca1fb
2026-05-20T14:13:20.425,INTAKT,0.8700,946,390,160,80,0,80,49,4c9cc74e9261f9fdd0aacb502a4e7d7f1e3fc450b66195966c589cea362ca1fb,b0cd463deced121f96c4e60e0631bc3714e57dbb37678604c10a2a04b95b13aa
2026-05-20T14:13:20.493,INTAKT,0.8700,94,390,160,80,0,81,51,b0cd463deced121f96c4e60e0631bc3714e57dbb37678604c10a2a04b95b13aa,0ae86395e2a0bdd309eb4f1fc58b1fe0ac3f1b75c2fcf968bc3fdb3b774b819a
2026-05-20T14:13:20.494,BESCHÄDIGT,0.9100,524,390,160,80,0,82,51,0ae86395e2a0bdd309eb4f1fc58b1fe0ac3f1b75c2fcf968bc3fdb3b774b819a,1402727ec01ea960c3219023379fdda08fb91b060af40a0725b9b4afdf39e8f3
2026-05-20T14:13:20.495,INTAKT,0.8700,954,390,160,80,0,83,51,1402727ec01ea960c3219023379fdda08fb91b060af40a0725b9b4afdf39e8f3,0fe50676c767c9a360ecf41d732b04fb6bd4383fd6e546b2f90999240d0667d5
2026-05-20T14:13:20.563,INTAKT,0.8700,102,390,160,80,0,84,53,0fe50676c767c9a360ecf41d732b04fb6bd4383fd6e546b2f90999240d0667d5,5e3a9a0caa9314f3b0cb14389e0336b7a7e3fdfac6ad07c91c3ad26b451a474d
2026-05-20T14:13:20.563,BESCHÄDIGT,0.9100,532,390,160,80,0,85,53,5e3a9a0caa9314f3b0cb14389e0336b7a7e3fdfac6ad07c91c3ad26b451a474d,0b21bd815ba095e7601f3750603c49e49ae46ceb4c2ac7beb9a2156ed8f68847
2026-05-20T14:13:20.563,INTAKT,0.8700,962,390,160,80,0,86,53,0b21bd815ba095e7601f3750603c49e49ae46ceb4c2ac7beb9a2156ed8f68847,f2fd8a91e40b94abc5443e5fc849429b2c7ac10467698c79ddd767d986355c5a
2026-05-20T14:13:20.618,INTAKT,0.8700,110,390,160,80,0,87,55,f2fd8a91e40b94abc5443e5fc849429b2c7ac10467698c79ddd767d986355c5a,b8dedf8fae2aa16372485ae6de8b63752493c39322d2905a130d63b8dcfd6e51
2026-05-20T14:13:20.619,BESCHÄDIGT,0.9100,540,390,160,80,0,88,55,b8dedf8fae2aa16372485ae6de8b63752493c39322d2905a130d63b8dcfd6e51,80155e5c42139076cea102dfc3dfeb59d63f1baab9775cd7fb8832fb5afcc37b
2026-05-20T14:13:20.620,INTAKT,0.8700,970,390,160,80,0,89,55,80155e5c42139076cea102dfc3dfeb59d63f1baab9775cd7fb8832fb5afcc37b,75dba1def663c98b862c9ab1ee7fdfd8a40121d60858ec05b4884404f89a54e7
2026-05-20T14:13:20.683,INTAKT,0.8700,118,390,160,80,0,90,57,75dba1def663c98b862c9ab1ee7fdfd8a40121d60858ec05b4884404f89a54e7,cbbc6c59cb337af49f10ae6f1aba7e1ea4431ba185856b06e44c97bcce4ba8cf
2026-05-20T14:13:20.684,BESCHÄDIGT,0.9100,548,390,160,80,0,91,57,cbbc6c59cb337af49f10ae6f1aba7e1ea4431ba185856b06e44c97bcce4ba8cf,3677cbb73d5ca64463bc95429e1be134e86c95a3901b3abec8888198ca581afe
2026-05-20T14:13:20.684,INTAKT,0.8700,978,390,160,80,0,92,57,3677cbb73d5ca64463bc95429e1be134e86c95a3901b3abec8888198ca581afe,373c1d809ce897065dc360804737a6e785524ec0c159076bc328c335b9df1f67
2026-05-20T14:13:20.745,INTAKT,0.8700,126,390,160,80,0,93,59,373c1d809ce897065dc360804737a6e785524ec0c159076bc328c335b9df1f67,eea956775f0e5cc20f1ab7e54e495ef65bfe3aa9abb3f5e5cfeea3619d569809
2026-05-20T14:13:20.745,BESCHÄDIGT,0.9100,556,390,160,80,0,94,59,eea956775f0e5cc20f1ab7e54e495ef65bfe3aa9abb3f5e5cfeea3619d569809,8e66bccf5a10b97e9142d70c6cc56834d98f5e042d9ee53a98c3d79aedafb61f
2026-05-20T14:13:20.746,INTAKT,0.8700,986,390,160,80,0,95,59,8e66bccf5a10b97e9142d70c6cc56834d98f5e042d9ee53a98c3d79aedafb61f,e657274fb673b50efafc66fb443484e0e83f4dbcccfb0c20bae4e792d1736cbe
2026-05-20T14:13:20.803,INTAKT,0.8700,134,390,160,80,0,96,61,e657274fb673b50efafc66fb443484e0e83f4dbcccfb0c20bae4e792d1736cbe,1052513d8404eb65e28493f5418a325c7366796c84242c16c7c6f1345327b1ef
2026-05-20T14:13:20.803,BESCHÄDIGT,0.9100,564,390,160,80,0,97,61,1052513d8404eb65e28493f5418a325c7366796c84242c16c7c6f1345327b1ef,20e6abade0800960fb7701c5b1a4fbbf3bece87a3e57ce07c5be0dd7c0d5f19e
2026-05-20T14:13:20.804,INTAKT,0.8700,994,390,160,80,0,98,61,20e6abade0800960fb7701c5b1a4fbbf3bece87a3e57ce07c5be0dd7c0d5f19e,84d778892ab5c4720c43a24e8f11457ed3e4b01771fd46bbd27397f72c3fbcdc
2026-05-20T14:13:20.868,INTAKT,0.8700,142,390,160,80,0,99,63,84d778892ab5c4720c43a24e8f11457ed3e4b01771fd46bbd27397f72c3fbcdc,71a254588b6f313ac7f892059a93007b8d38d9bded2b523d08036b1d792d2062
2026-05-20T14:13:20.868,BESCHÄDIGT,0.9100,572,390,160,80,0,100,63,71a254588b6f313ac7f892059a93007b8d38d9bded2b523d08036b1d792d2062,89acb0dc246750be2562e91d348f9e917e03e74cd2b3dbfb516caf66c3d58c18
2026-05-20T14:13:20.869,INTAKT,0.8700,1002,390,160,80,0,101,63,89acb0dc246750be2562e91d348f9e917e03e74cd2b3dbfb516caf66c3d58c18,eccf23815c262ce41563df727fe12672d7e9eeba33a6b6710cf9c18685669d45
2026-05-20T14:13:20.923,INTAKT,0.8700,150,390,160,80,0,102,65,eccf23815c262ce41563df727fe12672d7e9eeba33a6b6710cf9c18685669d45,730003f8d5445a10fa2c09f86a5642c1ad63ea86cfcf3f13656e884444b48b5a
2026-05-20T14:13:20.925,BESCHÄDIGT,0.9100,580,390,160,80,0,103,65,730003f8d5445a10fa2c09f86a5642c1ad63ea86cfcf3f13656e884444b48b5a,edfe2a77c3a8c81f95d8178fda46cf1a2478c33d693832a8c40a871308db8edd
2026-05-20T14:13:20.926,INTAKT,0.8700,1010,390,160,80,0,104,65,edfe2a77c3a8c81f95d8178fda46cf1a2478c33d693832a8c40a871308db8edd,60d624ef10c98e644eb6e94e23599047799091670eeb873df1ca9bec88a43c5a
2026-05-20T14:13:21.003,INTAKT,0.8700,158,390,160,80,0,105,67,60d624ef10c98e644eb6e94e23599047799091670eeb873df1ca9bec88a43c5a,1a1817e7086484e12681c21df583faf838dcb15cf030bf92284b97c0fee96a54
2026-05-20T14:13:21.003,BESCHÄDIGT,0.9100,588,390,160,80,0,106,67,1a1817e7086484e12681c21df583faf838dcb15cf030bf92284b97c0fee96a54,34b82c758f004b4a47f848bb64de1f7de44d3ff3adf56ea8ae74719cc6dbfcd6
2026-05-20T14:13:21.003,INTAKT,0.8700,1018,390,160,80,0,107,67,34b82c758f004b4a47f848bb64de1f7de44d3ff3adf56ea8ae74719cc6dbfcd6,5b0498d970bcf97e70119707352a58477c50278605106947053582eb582ef84f
